Person_ID,Mind_State,Timestamp,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,Mid_Gamma
2,sudoku,2026-03-30 20:44:07,1338545,252127,55584,41751,49543,15614,12667,9895
2,sudoku,2026-03-30 20:44:08,492013,475175,101083,42030,33408,29133,6556,4568
2,sudoku,2026-03-30 20:44:09,2387408,138985,107577,48282,25445,27549,5024,4954
2,sudoku,2026-03-30 20:44:10,326236,108093,4369,5558,9583,3855,2046,967
2,sudoku,2026-03-30 20:44:11,772424,296216,33786,33006,45199,69874,14828,9535
2,sudoku,2026-03-30 20:44:12,168988,71216,3507,3030,5504,3179,1408,1947
2,sudoku,2026-03-30 20:44:13,26448,17877,4461,3449,2152,2068,271,473
2,sudoku,2026-03-30 20:44:14,673335,30037,3307,2686,5666,4453,1196,448
2,sudoku,2026-03-30 20:44:15,1825434,461759,473023,323695,102422,38691,29096,11985
2,sudoku,2026-03-30 20:44:16,1431878,454588,24346,64534,28353,11256,9715,2776
2,sudoku,2026-03-30 20:44:17,2054215,350627,229570,30548,14184,30664,25427,5656
2,sudoku,2026-03-30 20:44:18,114047,12688,6646,2779,1373,1045,884,264
2,sudoku,2026-03-30 20:44:19,1323726,78014,57174,6749,61855,17769,8489,4410
2,sudoku,2026-03-30 20:44:20,2028220,29084,1549,7450,9465,4388,1697,517
2,sudoku,2026-03-30 20:44:21,2151612,272999,19084,7208,3680,8044,3502,1003
2,sudoku,2026-03-30 20:44:22,1262,1081,98,7,23,20,10,3
2,sudoku,2026-03-30 20:44:23,399076,39799,11652,2295,4151,2852,2001,1221
2,sudoku,2026-03-30 20:44:24,1892907,59889,41661,26364,7541,11440,6667,2973
2,sudoku,2026-03-30 20:44:25,531097,88990,13072,19846,11035,6013,5663,1777
2,sudoku,2026-03-30 20:44:26,38434,75448,55397,19838,21902,47198,47988,15625
2,sudoku,2026-03-30 20:44:27,678650,89011,74612,56739,52304,14945,10134,2978
2,sudoku,2026-03-30 20:44:28,40,11,7,3,9,0,0,0
2,sudoku,2026-03-30 20:44:29,85,15,7,17,20,17,4,7
2,sudoku,2026-03-30 20:44:30,31,7,3,1,1,2,1,2
2,sudoku,2026-03-30 20:44:31,6410,1573,1374,799,804,1430,490,86
2,sudoku,2026-03-30 20:44:32,6073,4513,3913,3866,3588,6771,1957,1230
2,sudoku,2026-03-30 20:44:33,23101,6320,1169,4915,5826,3758,6774,2774
2,sudoku,2026-03-30 20:44:34,379468,180538,77477,26572,27383,20742,8776,3776
2,sudoku,2026-03-30 20:44:35,327853,30021,22568,6053,16025,18530,7198,2490
2,sudoku,2026-03-30 20:44:36,1711805,407131,46740,56578,22225,15049,3903,2975
2,sudoku,2026-03-30 20:44:37,1057498,109246,35545,25270,12192,8668,2642,3392
2,sudoku,2026-03-30 20:44:38,188983,272975,10667,16780,5975,7119,6266,4417
2,sudoku,2026-03-30 20:44:39,1620630,69288,11771,26319,11530,11801,6505,3323
2,sudoku,2026-03-30 20:44:40,676616,38387,8880,4600,2302,1954,2706,455
2,sudoku,2026-03-30 20:44:41,885820,511182,29059,57305,52732,36664,14306,7479
2,sudoku,2026-03-30 20:44:42,1441603,491187,132845,13552,31514,42754,43111,12552
2,sudoku,2026-03-30 20:44:43,187354,149491,6180,15295,5913,9830,6050,3121
2,sudoku,2026-03-30 20:44:44,886789,70525,6945,10205,13251,9739,5627,1104
2,sudoku,2026-03-30 20:44:45,211987,44871,6505,9666,2636,3612,1323,1437
2,sudoku,2026-03-30 20:44:46,199782,25108,11867,4106,4296,1861,1548,1767
2,sudoku,2026-03-30 20:44:47,2339302,667042,69450,178569,77245,34931,20664,67407
2,sudoku,2026-03-30 20:44:48,114358,80000,63526,37685,12145,3260,5859,5696
2,sudoku,2026-03-30 20:44:49,932308,104029,21578,16212,8539,10313,7652,2611
2,sudoku,2026-03-30 20:44:50,1064433,528021,12011,7671,64525,48185,14556,13165
2,sudoku,2026-03-30 20:44:51,1534121,157294,56163,179050,92618,55102,59142,14140
2,sudoku,2026-03-30 20:44:52,282256,20159,43083,17913,9502,16041,5260,4726
2,sudoku,2026-03-30 20:44:53,1011107,83247,18247,25997,4177,7757,3357,2775
2,sudoku,2026-03-30 20:44:54,743654,166508,61756,36054,7921,10410,13298,6468
2,sudoku,2026-03-30 20:44:55,1015049,728742,38363,71594,48091,46810,28681,22428
2,sudoku,2026-03-30 20:44:56,2031305,364672,180456,60649,95543,33867,41228,18613
2,sudoku,2026-03-30 20:44:56,274131,100518,3879,8996,6601,4129,1417,1349
2,sudoku,2026-03-30 20:44:57,47311,45213,13283,3472,5240,4694,2368,1064
2,sudoku,2026-03-30 20:44:58,629882,122516,77436,32142,16847,35194,26326,16267
2,sudoku,2026-03-30 20:44:59,2103913,129752,96328,26631,16258,25743,38257,15331
2,sudoku,2026-03-30 20:45:01,226310,24913,7264,11640,1404,2443,1233,275
2,sudoku,2026-03-30 20:45:01,1593064,38193,62732,12499,28964,5600,3308,8109
2,sudoku,2026-03-30 20:45:02,650351,111997,4150,14007,13655,4078,4686,5392
2,sudoku,2026-03-30 20:45:03,1136846,202662,13044,11863,9767,4214,3492,7174
2,sudoku,2026-03-30 20:45:04,1038925,612161,132171,167290,182969,117565,43187,27838
2,sudoku,2026-03-30 20:45:05,137901,57438,13838,7492,2353,3848,1325,649
2,sudoku,2026-03-30 20:45:06,680354,52567,33817,18561,19250,10017,3934,3662
2,sudoku,2026-03-30 20:45:07,1407159,874183,208176,123805,110057,64776,30305,17697
2,sudoku,2026-03-30 20:45:08,783262,242779,21734,17069,4826,10767,2382,4829
2,sudoku,2026-03-30 20:45:09,63587,19914,27342,4928,2820,3197,1961,707
2,sudoku,2026-03-30 20:45:10,516192,63377,6269,13325,5524,9026,4740,3257
2,sudoku,2026-03-30 20:45:11,1713734,290239,24751,7448,28333,16915,8557,2093
2,sudoku,2026-03-30 20:45:12,1714902,567589,270891,59278,72145,52091,18149,16864
2,sudoku,2026-03-30 20:45:13,1062264,138310,12040,6870,26453,9456,9396,5577
2,sudoku,2026-03-30 20:45:14,707843,41479,24688,49370,12724,5638,7339,2744
2,sudoku,2026-03-30 20:45:15,1968939,486983,17474,17694,66080,26641,15329,6442
2,sudoku,2026-03-30 20:45:16,1444843,681655,136001,78496,20216,48488,32982,17092
2,sudoku,2026-03-30 20:45:17,564685,144083,15750,22248,19379,11833,13573,2105
2,sudoku,2026-03-30 20:45:18,1040439,95343,10312,17473,29024,20608,8368,5147
2,sudoku,2026-03-30 20:45:19,249160,202092,28435,21143,22670,13196,8491,4667
2,sudoku,2026-03-30 20:45:20,344814,100460,13018,19308,2479,8018,9386,5430
2,sudoku,2026-03-30 20:45:21,880393,431545,119469,149519,78261,21535,25139,9403
2,sudoku,2026-03-30 20:45:22,1800996,383278,63354,74645,51773,40056,24947,9211
2,sudoku,2026-03-30 20:45:23,490119,373464,64088,4362,15992,13203,10829,6290
2,sudoku,2026-03-30 20:45:24,625994,115321,70228,21266,26593,13146,3780,3333
2,sudoku,2026-03-30 20:45:25,1712668,325010,37267,39544,32395,12861,11530,5902
2,sudoku,2026-03-30 20:45:26,238654,5812,11507,2981,2598,4245,2298,842
2,sudoku,2026-03-30 20:45:27,1030578,288090,37941,13480,29256,11074,4346,847
2,sudoku,2026-03-30 20:45:28,934221,170374,44759,20140,7353,8737,9732,3203
2,sudoku,2026-03-30 20:45:29,2196197,581162,325173,71796,98431,42038,25197,10210
2,sudoku,2026-03-30 20:45:30,738050,802581,162845,51720,58729,43134,13567,8354
2,sudoku,2026-03-30 20:45:31,962172,122542,17731,15218,17697,8310,5911,2068
2,sudoku,2026-03-30 20:45:32,734478,1510286,55213,77100,123784,38799,21149,19954
2,sudoku,2026-03-30 20:45:33,816540,144329,23579,111911,32940,14718,9258,4610
2,sudoku,2026-03-30 20:45:34,400779,59860,16617,7008,8698,15157,4925,1658
2,sudoku,2026-03-30 20:45:35,210583,15318,2607,1176,1302,930,455,171
2,sudoku,2026-03-30 20:45:36,1090300,1076676,18574,54851,76107,40644,6840,10087
2,sudoku,2026-03-30 20:45:37,1707922,38222,10520,18001,12574,8675,5169,2658
2,sudoku,2026-03-30 20:45:38,136888,35446,5019,3428,2589,2213,702,582
2,sudoku,2026-03-30 20:45:39,429375,59801,40079,14245,18816,14746,8645,6818
2,sudoku,2026-03-30 20:45:40,1450937,282205,254565,26059,132870,50190,29100,12945
2,sudoku,2026-03-30 20:45:41,524392,669678,69616,69788,9793,28073,14638,4626
2,sudoku,2026-03-30 20:45:42,836855,190764,31131,21229,6732,23520,4564,1616
2,sudoku,2026-03-30 20:45:43,707237,29192,3001,2534,6739,5386,1994,2043
2,sudoku,2026-03-30 20:45:44,58161,40750,7178,2507,1294,2558,932,731
2,sudoku,2026-03-30 20:45:45,1082653,122279,20184,11944,19356,10726,11054,3117
2,sudoku,2026-03-30 20:45:46,687136,156013,53216,14368,56992,46020,25739,13866
2,sudoku,2026-03-30 20:45:47,1247057,324027,153995,23993,63275,23202,22359,12934
2,sudoku,2026-03-30 20:45:48,1388648,433705,44383,17602,31964,28533,12110,8852
2,sudoku,2026-03-30 20:45:49,255989,26939,3115,4292,7055,3443,1070,1179
2,sudoku,2026-03-30 20:45:50,216024,20620,2532,11881,6264,3678,2973,409
2,sudoku,2026-03-30 20:45:51,367604,58580,433,3909,5451,4313,2485,1152
2,sudoku,2026-03-30 20:45:52,550037,241947,145604,45782,75440,40722,12291,7229
2,sudoku,2026-03-30 20:45:53,181222,34122,10654,7104,4466,3875,1620,272
2,sudoku,2026-03-30 20:45:54,18738,10272,882,641,1103,708,658,99
2,sudoku,2026-03-30 20:45:55,286158,40115,3347,5973,3052,3481,1059,2011
2,sudoku,2026-03-30 20:45:56,860180,279415,26902,23004,4808,11647,5245,3676
2,sudoku,2026-03-30 20:45:57,691466,31292,13645,15715,18976,14263,3834,3366
2,sudoku,2026-03-30 20:45:58,304839,239258,12847,5473,7127,14042,13203,3184
2,sudoku,2026-03-30 20:45:59,438277,20305,11291,11505,5714,2721,2005,729
2,sudoku,2026-03-30 20:46:00,1420601,269969,25057,22679,5111,7767,10049,6375
2,sudoku,2026-03-30 20:46:01,946634,14049,16414,7925,3547,4767,1246,821
2,sudoku,2026-03-30 20:46:02,844593,137972,16266,25220,68616,35771,7618,1808
2,sudoku,2026-03-30 20:46:03,137784,86197,25671,26204,16460,12519,7356,1922
2,sudoku,2026-03-30 20:46:04,985639,9183,6636,2595,4130,2717,4435,593
2,sudoku,2026-03-30 20:46:05,542731,141629,20530,10883,19688,8350,3345,3077
2,sudoku,2026-03-30 20:46:06,662633,158051,23068,20429,21659,8483,5150,4002
2,sudoku,2026-03-30 20:46:07,1418422,239699,14685,23909,15377,14546,6010,2829
2,sudoku,2026-03-30 20:46:08,2530718,161063,21256,21172,24626,12057,4718,5210
2,sudoku,2026-03-30 20:46:09,950290,298860,5169,13305,25025,9637,6955,2207
2,sudoku,2026-03-30 20:46:10,2045642,382191,47698,31386,61851,45550,5305,5061
2,sudoku,2026-03-30 20:46:11,88529,10308,1819,2834,918,565,534,318
2,sudoku,2026-03-30 20:46:12,2381057,179314,25494,50269,31811,11022,7693,5927
2,sudoku,2026-03-30 20:46:13,568807,39022,12151,38296,14200,14390,6581,2452
2,sudoku,2026-03-30 20:46:14,716665,128806,29007,11906,23414,14913,7854,7087
2,sudoku,2026-03-30 20:46:15,559668,274853,53063,17410,18610,17309,7701,3204
2,sudoku,2026-03-30 20:46:16,2062509,35353,8617,3442,6078,2423,695,660
2,sudoku,2026-03-30 20:46:17,185630,25383,3969,4342,1306,5351,771,442
2,sudoku,2026-03-30 20:46:18,1120483,92399,46072,34123,25905,9641,2581,3919
2,sudoku,2026-03-30 20:46:19,133202,8201,3572,1180,636,466,1617,220
2,sudoku,2026-03-30 20:46:20,2987722,1243261,209906,193450,240265,109005,53350,16407
2,sudoku,2026-03-30 20:46:21,1465690,73921,10631,27944,17414,10652,2816,1147
2,sudoku,2026-03-30 20:46:22,1345748,51164,11495,8356,4248,2966,2882,643
2,sudoku,2026-03-30 20:46:23,1712139,428240,60577,46160,66659,68377,19557,20853
2,sudoku,2026-03-30 20:46:24,631902,90267,11084,23546,7924,10553,4533,4834
2,sudoku,2026-03-30 20:46:25,1364719,840182,97672,80709,46868,56747,12956,27681
2,sudoku,2026-03-30 20:46:26,828620,200755,12159,40475,19960,21177,6426,3995
2,sudoku,2026-03-30 20:46:27,81795,8150,295,2269,792,1100,288,174
2,sudoku,2026-03-30 20:46:28,741613,81737,28206,7947,7209,4682,5158,6200
2,sudoku,2026-03-30 20:46:29,720370,44294,15447,35778,6807,8251,5413,1807
2,sudoku,2026-03-30 20:46:30,1832033,1171738,46753,12614,90444,57052,18030,17790
2,sudoku,2026-03-30 20:46:31,2520849,279592,174945,60303,54718,35020,21943,11872
2,sudoku,2026-03-30 20:46:32,1049257,328444,133588,36079,18207,45030,31638,13873
2,sudoku,2026-03-30 20:46:33,1710900,110033,18385,3681,10533,10561,3690,2990
2,sudoku,2026-03-30 20:46:34,1416075,163905,29167,11146,15327,6644,4433,2484
2,sudoku,2026-03-30 20:46:35,1252982,110024,64804,21518,53899,36544,16866,11790
2,sudoku,2026-03-30 20:46:36,231544,44357,12862,1036,2073,2643,1324,599
2,sudoku,2026-03-30 20:46:37,463739,4384,5236,3926,2512,722,489,126
2,sudoku,2026-03-30 20:46:38,191220,55997,2481,10400,7558,2663,1368,248
2,sudoku,2026-03-30 20:46:39,2314927,189940,187748,51301,97497,26019,74735,15278
2,sudoku,2026-03-30 20:46:40,530508,891467,29220,30670,35417,48990,22749,7023
2,sudoku,2026-03-30 20:46:41,1934592,970009,195735,28803,61949,26711,22053,5918
2,sudoku,2026-03-30 20:46:42,281401,165169,21943,5207,6020,8544,3131,3782
2,sudoku,2026-03-30 20:46:43,1950614,368103,137050,36973,69515,26403,32606,8795
2,sudoku,2026-03-30 20:46:44,335547,692834,72335,26052,11052,26067,19090,7993
2,sudoku,2026-03-30 20:46:45,2701316,501405,24947,42170,65233,45503,10945,13917
2,sudoku,2026-03-30 20:46:46,640744,31935,15052,538,4561,3585,1645,431
